volunteer_id,status,city,state
25814,indisponivel,BELFORD ROXO,RJ
25818,indisponivel,RIO DE JANEIRO,RJ
25825,indisponivel,SAO PAULO,SP
25860,indisponivel,RIO DE JANEIRO,RJ
25865,indisponivel,SAO PAULO,SP
25851,indisponivel,RIO DE JANEIRO,RJ
25816,indisponivel,RECIFE,PE
25881,indisponivel,CABO FRIO,RJ
25833,indisponivel,SAO PAULO,SP
25862,indisponivel,BELO HORIZONTE,MG
24051,indisponivel,PORTO ALEGRE,RS
25857,indisponivel,SAO PAULO,SP
25885,indisponivel,CAMPINAS,SP
25874,indisponivel,RIO DE JANEIRO,RJ
22709,indisponivel,SAO CAETANO DO SUL,SP
25895,indisponivel,VITORIA,ES
25902,indisponivel,SAO PAULO,SP
25911,indisponivel,MONGAGUA,SP
25922,indisponivel,MANAUS,AM
25884,indisponivel,SAO PAULO,SP
25912,indisponivel,POCOS DE CALDAS,MG
25924,indisponivel,BELO HORIZONTE,MG
22949,disponivel,MANAUS,AM
25899,indisponivel,SAO PAULO,SP
25935,indisponivel,RIO DE JANEIRO,RJ
25928,indisponivel,GUARULHOS,SP
25953,indisponivel,RIO DE JANEIRO,RJ
25936,indisponivel,SAO PAULO,SP
25940,indisponivel,PIRAPETINGA,MG
25947,indisponivel,PINDAMONHANGABA,SP
25950,indisponivel,RIO DE JANEIRO,RJ
25960,indisponivel,NOVO HAMBURGO,RS
25959,indisponivel,SAO PAULO,SP
25970,indisponivel,VASSOURAS,RJ
25964,indisponivel,PARNAMIRIM,RN
26007,indisponivel,CAUCAIA,CE
26029,indisponivel,RIO DE JANEIRO,RJ
26017,indisponivel,SAO PAULO,SP
26014,indisponivel,CAMPO GRANDE,MS
24820,indisponivel,SAO PAULO,SP
26032,indisponivel,BRASILIA,DF
26037,indisponivel,POUSO ALEGRE,MG
26042,indisponivel,BELO HORIZONTE,MG
18615,indisponivel,RIO DE JANEIRO,RJ
26061,indisponivel,JUIZ DE FORA,MG
26065,indisponivel,SAO PAULO,SP
24963,indisponivel,MARINGA,PR
26082,indisponivel,OSASCO,SP
25012,indisponivel,DIVINOPOLIS,MG
26101,indisponivel,SAO PAULO,SP
26094,indisponivel,SAO PAULO,SP
25094,indisponivel,CURITIBA,PR
26070,indisponivel,RECIFE,PE
26104,indisponivel,GUARULHOS,SP
26121,indisponivel,EUNAPOLIS,BA
25145,indisponivel,MONTE AZUL PAULISTA,SP
26116,indisponivel,PARAGUACU PAULISTA,SP
26108,indisponivel,RIO DE JANEIRO,RJ
26106,indisponivel,RIBEIRAO PRETO,SP
26081,indisponivel,SAO PAULO,SP
26110,indisponivel,CAMPINAS,SP
25381,indisponivel,SAO PAULO,SP
26153,indisponivel,SAO PAULO,SP
26103,indisponivel,RESENDE COSTA,MG
26150,indisponivel,GOVERNADOR VALADARES,MG
26168,indisponivel,SANTOS,SP
26179,indisponivel,FORTALEZA,CE
26176,indisponivel,SAO LEOPOLDO,RS
26175,indisponivel,RIO DE JANEIRO,RJ
25410,indisponivel,BELO HORIZONTE,MG
26194,indisponivel,NATAL,RN
26187,indisponivel,RIO DE JANEIRO,RJ
26189,indisponivel,ITUMBIARA,GO
26191,indisponivel,BELO HORIZONTE,MG
26207,indisponivel,SOROCABA,SP
23427,indisponivel,DUQUE DE CAXIAS,RJ
26224,indisponivel,SAO PAULO,SP
26236,indisponivel,SAO PAULO,SP
26204,indisponivel,RIBEIRAO PRETO,SP
26213,indisponivel,DRACENA,SP
26218,indisponivel,JUIZ DE FORA,MG
26215,indisponivel,RECIFE,PE
26249,indisponivel,SANTOS,SP
26254,indisponivel,BELO HORIZONTE,MG
26292,indisponivel,MONTENEGRO,RS
26272,indisponivel,RIO DE JANEIRO,RJ
26286,indisponivel,SALVADOR,BA
25736,indisponivel,SANTO ANDRE,SP
26274,indisponivel,MANAUS,AM
26271,indisponivel,MERIDIANO,SP
26301,indisponivel,SAO LEOPOLDO,RS
26306,indisponivel,BELO HORIZONTE,MG
26796,indisponivel,REGISTRO,SP
26330,indisponivel,PARACAMBI,RJ
26349,indisponivel,MOSSORO,RN
26360,indisponivel,CARIACICA,ES
26388,indisponivel,BELO HORIZONTE,MG
26400,indisponivel,JAU,SP
26435,indisponivel,RIO DE JANEIRO,RJ
26430,indisponivel,SAO PAULO,SP
26132,indisponivel,SAO BERNARDO DO CAMPO,SP
26449,indisponivel,FRANCISCO BELTRAO,PR
26451,disponivel,FORTALEZA,CE
26458,indisponivel,SAO PAULO,SP
13912,indisponivel,CURITIBA,PR
26494,indisponivel,ASSIS,SP
26297,indisponivel,NITEROI,RJ
26278,indisponivel,BELEM,PA
26472,indisponivel,RIBEIRAO PRETO,SP
23461,indisponivel,MANAUS,AM
26520,indisponivel,ITABUNA,BA
26511,indisponivel,OLINDA,PE
26521,indisponivel,TRES PONTAS,MG
26502,indisponivel,FOZ DO IGUACU,PR
23538,indisponivel,PORTO ALEGRE,RS
26572,indisponivel,BRASILIA,DF
26423,indisponivel,ANTONINA,PR
26468,indisponivel,SALVADOR,BA
26595,indisponivel,PORTO ALEGRE,RS
26626,indisponivel,PORTO ALEGRE,RS
26550,indisponivel,LEME,SP
26597,indisponivel,PARNAMIRIM,RN
26655,indisponivel,BARIRI,SP
26688,indisponivel,RIO DE JANEIRO,RJ
26689,indisponivel,SAO JOSE,SC
26676,indisponivel,PARAGUACU,MG
26697,indisponivel,SERRA,ES
26729,indisponivel,FORTALEZA,CE
26717,indisponivel,OLINDA,PE
26722,indisponivel,SAO LUIS,MA
26702,indisponivel,GOIANIA,GO
26743,indisponivel,CAMPOS DOS GOYTACAZES,RJ
26751,indisponivel,CURITIBA,PR
26741,indisponivel,PORTO ALEGRE,RS
26731,indisponivel,PORTO ALEGRE,RS
26765,indisponivel,SALVADOR,BA
26775,indisponivel,VILA VELHA,ES
26787,indisponivel,BRUSQUE,SC
26792,indisponivel,SACRAMENTO,MG
26805,indisponivel,PIRACICABA,SP
26799,indisponivel,MANAUS,AM
26797,indisponivel,SAO JOSE DO RIO PRETO,SP
26806,indisponivel,PIRACICABA,SP
25564,indisponivel,BELO HORIZONTE,MG
25565,indisponivel,ITABERAI,GO
25580,indisponivel,SANTA MARIA,RS
25584,indisponivel,MORUNGABA,SP
25606,indisponivel,SANTIAGO,RS
25627,indisponivel,ARACAJU,SE
25630,indisponivel,SAO PAULO,SP
25631,indisponivel,BELO HORIZONTE,MG
25662,indisponivel,CRICIUMA,SC
25741,indisponivel,ARACAJU,SE
26819,indisponivel,RIO DE JANEIRO,RJ
26864,indisponivel,PAULISTA,PE
25675,indisponivel,SAO PAULO,SP
25748,indisponivel,SAO PAULO,SP
25992,indisponivel,NITEROI,RJ
26046,indisponivel,FORTALEZA,CE
26063,indisponivel,BELO HORIZONTE,MG
24939,indisponivel,PETROPOLIS,RJ
25048,indisponivel,ANDRADINA,SP
26140,indisponivel,RIO DE JANEIRO,RJ
26181,indisponivel,BRASILIA,DF
26185,indisponivel,RIO DE CONTAS,BA
26348,indisponivel,UNA,BA
26419,indisponivel,RIO DE JANEIRO,RJ
26456,indisponivel,VALPARAISO DE GOIAS,GO
26500,indisponivel,RIBEIRAO PRETO,SP
26807,indisponivel,PRAIA GRANDE,SP
25669,indisponivel,RIO DE JANEIRO,RJ
25664,indisponivel,SAO PAULO,SP
25729,indisponivel,SANTOS,SP
25764,indisponivel,SAO GONCALO,RJ
25961,indisponivel,SAO PAULO,SP
25978,indisponivel,SOROCABA,SP
25958,indisponivel,CURITIBA,PR
26021,indisponivel,SAO PAULO,SP
25918,indisponivel,JUNDIAI,SP
25976,indisponivel,PORTO ALEGRE,RS
26860,indisponivel,SAO PAULO,SP
26874,disponivel,ARACAJU,SE
26858,indisponivel,BETIM,MG
26879,indisponivel,TERESINA,PI
26901,indisponivel,MOSSORO,RN
26900,indisponivel,SANTALUZ,BA
26881,indisponivel,CURITIBA,PR
26866,indisponivel,RIO DE JANEIRO,RJ
22406,indisponivel,DIADEMA,SP
26965,indisponivel,ASSIS,SP
26950,indisponivel,UBERLANDIA,MG
26954,indisponivel,PIRAQUARA,PR
26955,indisponivel,RIO DE JANEIRO,RJ
26940,indisponivel,PAULINIA,SP
26985,indisponivel,TABOAO DA SERRA,SP
26994,indisponivel,TAQUARA,RS
26979,indisponivel,SAO PAULO,SP
26996,indisponivel,BRASILIA,DF
27000,indisponivel,SAO PAULO,SP
27014,indisponivel,OURO PRETO,MG
27007,indisponivel,SALVADOR,BA
27020,indisponivel,SAO JOSE DO RIO PRETO,SP
27052,indisponivel,SAO PAULO,SP
27032,indisponivel,SAO PAULO,SP
27055,indisponivel,MANAUS,AM
27027,indisponivel,SAO PAULO,SP
27047,indisponivel,MANAUS,AM
27060,indisponivel,MANAUS,AM
27099,indisponivel,LAJEADO,RS
27098,indisponivel,ITAPEMA,SC
27113,indisponivel,TAUBATE,SP
27118,indisponivel,FORTALEZA,CE
27114,indisponivel,SAO PAULO,SP
27137,indisponivel,CALDAS NOVAS,GO
27130,indisponivel,ITUMBIARA,GO
27126,indisponivel,PIRACICABA,SP
27144,indisponivel,BRASILIA,DF
27142,indisponivel,MACEIO,AL
27158,indisponivel,RECIFE,PE
27146,indisponivel,NITEROI,RJ
27152,indisponivel,LONDRINA,PR
27151,indisponivel,PORTO ALEGRE,RS
27156,indisponivel,SAO PAULO,SP
27173,indisponivel,MAUA,SP
27174,indisponivel,SAO PAULO,SP
27200,indisponivel,SAO PAULO,SP
27222,indisponivel,FOZ DO IGUACU,PR
27203,indisponivel,CACHOEIRINHA,RS
27228,indisponivel,CATALAO,GO
27211,indisponivel,ANDRADINA,SP
27204,indisponivel,PORTO ALEGRE,RS
17631,indisponivel,SERTAOZINHO,SP
27193,indisponivel,FORTALEZA,CE
27205,indisponivel,FLORIANOPOLIS,SC
27238,indisponivel,BELO HORIZONTE,MG
27243,indisponivel,RIO DE JANEIRO,RJ
27251,indisponivel,CUIABA,MT
27225,indisponivel,TELEMACO BORBA,PR
27270,indisponivel,RIO DE JANEIRO,RJ
27272,indisponivel,ITAQUAQUECETUBA,SP
27273,indisponivel,CAMPINAS,SP
27271,indisponivel,CURITIBA,PR
27285,indisponivel,SALVADOR,BA
27295,indisponivel,RECIFE,PE
27281,indisponivel,GOIANIA,GO
27306,indisponivel,VILA VELHA,ES
24189,indisponivel,NOVA IGUACU,RJ
27341,indisponivel,RECIFE,PE
27327,indisponivel,ARACAJU,SE
27321,indisponivel,ALAGOA GRANDE,PB
18597,indisponivel,BLUMENAU,SC
27349,indisponivel,MARIANA,MG
27357,indisponivel,CHARQUEADAS,RS
27359,indisponivel,RIBEIRAO PRETO,SP
27380,indisponivel,SALVADOR,BA
27376,indisponivel,CAMPO BELO DO SUL,SC
27374,indisponivel,BELO HORIZONTE,MG
27401,indisponivel,COTIA,SP
27389,indisponivel,FORTALEZA,CE
27378,indisponivel,RIO DE JANEIRO,RJ
27390,indisponivel,SALVADOR,BA
27395,indisponivel,MACAPA,AP
27404,indisponivel,SAO PAULO,SP
27419,indisponivel,BRASILIA,DF
28359,indisponivel,BOA VISTA,RR
27431,indisponivel,PORTO ALEGRE,RS
27408,indisponivel,FORTALEZA,CE
27454,indisponivel,CHARQUEADA,SP
27443,indisponivel,LAGES,SC
27438,indisponivel,NITEROI,RJ
29040,indisponivel,SAO PAULO,SP
27449,indisponivel,DATAS,MG
27474,indisponivel,SAO PAULO,SP
27472,indisponivel,DOURADOS,MS
27475,indisponivel,POMPEIA,SP
27468,indisponivel,MOGI DAS CRUZES,SP
27463,indisponivel,PAULINIA,SP
27482,indisponivel,JOAO PESSOA,PB
27493,indisponivel,SAO VICENTE,SP
27490,indisponivel,FORTALEZA,CE
27495,indisponivel,DIVINOPOLIS,MG
27508,indisponivel,SAO JOSE,SC
27494,indisponivel,PAULISTA,PE
27528,indisponivel,SALVADOR,BA
27538,indisponivel,TAUBATE,SP
27543,indisponivel,MANAUS,AM
27569,indisponivel,CURITIBA,PR
24391,indisponivel,CAMPOS DOS GOYTACAZES,RJ
27573,indisponivel,CURITIBA,PR
27564,indisponivel,BELO HORIZONTE,MG
24422,indisponivel,CAPAO BONITO,SP
27578,indisponivel,NITEROI,RJ
27557,indisponivel,NATAL,RN
27547,indisponivel,RIO DAS OSTRAS,RJ
27580,indisponivel,TRES CORACOES,MG
27572,indisponivel,PARNAMIRIM,RN
28788,indisponivel,RIO DE JANEIRO,RJ
27600,indisponivel,RIO DE JANEIRO,RJ
27603,indisponivel,CANOAS,RS
27602,indisponivel,SAO JOSE DO RIO PRETO,SP
27583,indisponivel,SALVADOR,BA
27605,indisponivel,SAO PAULO,SP
27592,indisponivel,MARICA,RJ
27601,indisponivel,UBERLANDIA,MG
27611,indisponivel,RIO DE JANEIRO,RJ
27624,indisponivel,LIMEIRA,SP
27612,indisponivel,MARINGA,PR
27618,indisponivel,RIO DE JANEIRO,RJ
24443,indisponivel,RIO DE JANEIRO,RJ
27613,indisponivel,SALVADOR,BA
27614,indisponivel,FLORIANOPOLIS,SC
27661,indisponivel,REALEZA,PR
27669,indisponivel,JUNDIAI,SP
27653,indisponivel,PORTO ALEGRE,RS
27662,indisponivel,SARANDI,RS
27674,indisponivel,SAO PAULO,SP
27675,indisponivel,SAO PAULO,SP
27683,indisponivel,SAO PAULO,SP
27667,indisponivel,RIO VERDE,GO
27663,indisponivel,SAO PAULO,SP
27681,indisponivel,VARZEA GRANDE,MT
27704,indisponivel,SAO PAULO,SP
27721,indisponivel,CRUZ ALTA,RS
27701,indisponivel,CABO FRIO,RJ
27699,indisponivel,FEIRA DE SANTANA,BA
27716,indisponivel,SAO PAULO,SP
27725,indisponivel,OSASCO,SP
27710,indisponivel,CAMACARI,BA
27696,indisponivel,SAO PAULO,SP
27700,indisponivel,LINS,SP
27712,indisponivel,RIO DE JANEIRO,RJ
28473,indisponivel,NATAL,RN
27719,indisponivel,LONDRINA,PR
27733,indisponivel,DORANDIA,RJ
27745,indisponivel,JUNDIAI,SP
27739,indisponivel,SALVADOR,BA
27740,indisponivel,SAO PAULO,SP
27742,indisponivel,RIO DE JANEIRO,RJ
27753,indisponivel,BELO HORIZONTE,MG
27755,indisponivel,FORTALEZA,CE
27768,indisponivel,NOVA PONTE,MG
27758,indisponivel,RIO DE JANEIRO,RJ
27773,indisponivel,RECIFE,PE
27756,indisponivel,RIO DE JANEIRO,RJ
27794,indisponivel,RIO DE JANEIRO,RJ
27785,indisponivel,PELOTAS,RS
27797,indisponivel,FEIRA DE SANTANA,BA
27799,indisponivel,ARARUAMA,RJ
24643,indisponivel,RIO DE JANEIRO,RJ
27840,indisponivel,SAO PAULO,SP
27845,indisponivel,SIRINHAEM,PE
26682,indisponivel,CRUZ ALTA,RS
25357,indisponivel,RIO DE JANEIRO,RJ
27355,indisponivel,ITABUNA,BA
16456,indisponivel,BELO HORIZONTE,MG
17576,indisponivel,SAO PAULO,SP
23926,indisponivel,ILHEUS,BA
17623,indisponivel,CANAVIEIRAS,BA
22646,indisponivel,GOIANIA,GO
24250,indisponivel,CURITIBA,PR
26542,indisponivel,NITEROI,RJ
25449,indisponivel,POCOS DE CALDAS,MG
15657,indisponivel,RIO DE JANEIRO,RJ
15658,indisponivel,NOVO HAMBURGO,RS
27584,indisponivel,RIO DE JANEIRO,RJ
15624,indisponivel,FEIRA DE SANTANA,BA
27765,indisponivel,RIO DE JANEIRO,RJ
24729,indisponivel,BELEM,PA
15674,indisponivel,RIO DE JANEIRO,RJ
15697,indisponivel,NILOPOLIS,RJ
15723,indisponivel,BONFIM,MG
15728,indisponivel,FORTALEZA,CE
15765,indisponivel,SAO PAULO,SP
15813,indisponivel,BRASILIA,DF
15894,indisponivel,JARAGUA DO SUL,SC
16132,indisponivel,SAO PAULO,SP
16125,indisponivel,SAO JOSE DOS CAMPOS,SP
16745,indisponivel,RECIFE,PE
16773,indisponivel,SAO PAULO,SP
19791,indisponivel,MESQUITA,RJ
17368,indisponivel,RIO DE JANEIRO,RJ
18077,indisponivel,CORNELIO PROCOPIO,PR
18976,indisponivel,SANTO ANDRE,SP
19603,indisponivel,RIO DE JANEIRO,RJ
24769,indisponivel,QUIPAPA,PE
17041,indisponivel,SAO PAULO,SP
23478,indisponivel,SALVADOR,BA
21443,indisponivel,BRASILIA,DF
21672,indisponivel,BRASILIA,DF
21883,indisponivel,SOROCABA,SP
22639,indisponivel,VILA VELHA,ES
22715,indisponivel,SAO PAULO,SP
22752,indisponivel,BELO HORIZONTE,MG
23190,indisponivel,PERUIBE,SP
23294,indisponivel,ATIBAIA,SP
24128,indisponivel,GOIANIA,GO
24155,indisponivel,SALVADOR,BA
22500,indisponivel,AMERICANA,SP
24177,indisponivel,SANTO ANDRE,SP
24665,indisponivel,BELO HORIZONTE,MG
24732,indisponivel,PETROLINA,PE
24739,indisponivel,SANTOS,SP
24845,indisponivel,BRASILIA,DF
24846,indisponivel,SAO JOSE DO RIO PARDO,SP
24893,indisponivel,ARMACAO DOS BUZIOS,RJ
24897,indisponivel,SALVADOR,BA
24985,indisponivel,DIVINOPOLIS,MG
24907,indisponivel,CAXIAS DO SUL,RS
24992,indisponivel,SAO PAULO,SP
25038,indisponivel,VITORIA,ES
25055,indisponivel,MOGI DAS CRUZES,SP
25058,indisponivel,MOGI DAS CRUZES,SP
25134,indisponivel,FORTALEZA,CE
25146,indisponivel,SAO JOSE DOS PINHAIS,PR
25061,indisponivel,JOINVILLE,SC
25002,indisponivel,UMUARAMA,PR
25170,indisponivel,SAO PAULO,SP
25194,indisponivel,RIO DE JANEIRO,RJ
25215,indisponivel,CURITIBA,PR
25230,indisponivel,AMERICANA,SP
25244,indisponivel,MESQUITA,RJ
25269,indisponivel,RIO DE JANEIRO,RJ
25279,indisponivel,BELO HORIZONTE,MG
25280,indisponivel,RIBEIRAO PIRES,SP
25302,indisponivel,RIO DE JANEIRO,RJ
25309,indisponivel,RECIFE,PE
25315,indisponivel,BRASILIA,DF
20621,indisponivel,CUIABA,MT
25396,indisponivel,RECIFE,PE
25445,indisponivel,SAO JOSE DO RIO PRETO,SP
25448,indisponivel,PRAIA GRANDE,SP
25459,indisponivel,SAO PAULO,SP
25744,indisponivel,SAO PAULO,SP
25793,indisponivel,SAO PAULO,SP
25794,indisponivel,SAO BERNARDO DO CAMPO,SP
25805,indisponivel,NOVA IGUACU,RJ
25830,indisponivel,RIO DE JANEIRO,RJ
25845,indisponivel,SAO PAULO,SP
25863,indisponivel,CAMPINAS,SP
25878,indisponivel,SAO PAULO,SP
25917,indisponivel,SAO PAULO,SP
25919,indisponivel,SOROCABA,SP
25957,indisponivel,SAO PAULO,SP
25967,indisponivel,RIO DE JANEIRO,RJ
25979,indisponivel,SAO PAULO,SP
25997,indisponivel,TAUBATE,SP
26059,indisponivel,ARARUAMA,RJ
26064,indisponivel,SANTOS,SP
26091,indisponivel,CAXIAS DO SUL,RS
26090,indisponivel,LIMEIRA,SP
26947,indisponivel,SAO PAULO,SP
27121,indisponivel,PORTO SEGURO,BA
27148,indisponivel,RECIFE,PE
27169,indisponivel,SANTANA,AP
27190,indisponivel,GOIANIA,GO
27232,indisponivel,CRICIUMA,SC
27362,indisponivel,SAO PAULO,SP
27544,disponivel,PORTO ALEGRE,RS
27639,indisponivel,RIO BONITO,RJ
27631,indisponivel,PORTO ALEGRE,RS
27684,indisponivel,BELO HORIZONTE,MG
27687,indisponivel,PELOTAS,RS
23572,indisponivel,CURITIBA,PR
27691,indisponivel,CIDADE OCIDENTAL,GO
27709,indisponivel,PAULINIA,SP
27847,indisponivel,FEIRA DE SANTANA,BA
22931,indisponivel,ITABUNA,BA
27628,indisponivel,CURITIBA,PR
15725,indisponivel,TEIXEIRA DE FREITAS,BA
18242,indisponivel,FORTALEZA,CE
24787,indisponivel,QUATA,SP
24811,indisponivel,CURITIBANOS,SC
24502,indisponivel,ITAPOA,SC
24953,indisponivel,JABOATAO DOS GUARARAPES,PE
28800,indisponivel,BRASILIA,DF
25207,indisponivel,SAO PAULO,SP
25431,indisponivel,SAO PAULO,SP
26109,indisponivel,RIO BONITO,RJ
27035,indisponivel,NATAL,RN
27059,indisponivel,SAO PAULO,SP
27101,indisponivel,CAJAMAR,SP
27315,indisponivel,MUQUI,ES
27398,indisponivel,RIO DE JANEIRO,RJ
27296,indisponivel,FORTALEZA,CE
24915,indisponivel,CAMARAGIBE,PE
25429,indisponivel,RIO DE JANEIRO,RJ
27396,disponivel,MACEIO,AL
27196,indisponivel,PORTO ALEGRE,RS
26206,indisponivel,PALMA SOLA,SC
26255,indisponivel,MAGE,RJ
26298,indisponivel,NITEROI,RJ
26332,indisponivel,SANTOS,SP
26440,indisponivel,CURITIBA,PR
26651,indisponivel,AGUAS DE SANTA BARBARA,SP
26718,indisponivel,SAO CARLOS,SP
26946,indisponivel,SALVADOR,BA
26978,indisponivel,TRES RIOS,RJ
25065,indisponivel,DUQUE DE CAXIAS,RJ
26714,indisponivel,RIO DE JANEIRO,RJ
27013,indisponivel,SAPUCAIA DO SUL,RS
27263,indisponivel,SAO PAULO,SP
27088,indisponivel,SALVADOR,BA
27157,indisponivel,ARCOS,MG
27290,indisponivel,ABREU E LIMA,PE
27316,indisponivel,SAO PAULO,SP
27330,indisponivel,SANTO ANDRE,SP
27370,indisponivel,SAO PAULO,SP
27473,indisponivel,ARACAJU,SE
27478,indisponivel,SAO PAULO,SP
27529,indisponivel,CAXIAS DO SUL,RS
27587,indisponivel,CURITIBA,PR
25113,indisponivel,RIO DE JANEIRO,RJ
27688,indisponivel,CAMPOS DOS GOYTACAZES,RJ
27726,indisponivel,SAO PAULO,SP
27798,indisponivel,SAO PAULO,SP
27458,indisponivel,OSASCO,SP
20454,indisponivel,BLUMENAU,SC
20684,indisponivel,CURITIBA,PR
25076,indisponivel,DUQUE DE CAXIAS,RJ
23013,indisponivel,SAO BERNARDO DO CAMPO,SP
25127,indisponivel,RIO DE JANEIRO,RJ
23564,indisponivel,SAO PAULO,SP
17315,indisponivel,BELEM,PA
25184,indisponivel,RECIFE,PE
29080,indisponivel,CARMO,RJ
25155,indisponivel,JUNDIAI,SP
25193,indisponivel,SAO PAULO,SP
28809,indisponivel,GUARULHOS,SP
26033,indisponivel,BELEM,PA
25200,indisponivel,SALVADOR,BA
25789,indisponivel,BARUERI,SP
16591,indisponivel,FLORIANOPOLIS,SC
26849,indisponivel,SAO PAULO,SP
17120,indisponivel,SOBRAL,CE
16712,indisponivel,SAO JOSE DOS CAMPOS,SP
16841,indisponivel,FORTALEZA,CE
23256,indisponivel,SANTO ANDRE,SP
19726,indisponivel,RIO DE JANEIRO,RJ
20744,indisponivel,SAO LOURENCO DA MATA,PE
27209,indisponivel,CURITIBA,PR
22569,indisponivel,RECIFE,PE
16178,indisponivel,ITANHAEM,SP
26758,disponivel,CAMPINA GRANDE,PB
15698,indisponivel,SAO JOAO DEL-REI,MG
23507,indisponivel,MACAE,RJ
23475,indisponivel,EMBU DAS ARTES,SP
21434,indisponivel,SANTA RITA DO PASSA QUATRO,SP
17373,indisponivel,GOIANIA,GO
26839,indisponivel,PETROLINA,PE
25528,indisponivel,RIO DE JANEIRO,RJ
14930,indisponivel,CARUARU,PE
26097,indisponivel,FERRAZ DE VASCONCELOS,SP
21660,indisponivel,SAO PAULO,SP
20605,indisponivel,RIO DE JANEIRO,RJ
27356,indisponivel,RIO DE JANEIRO,RJ
15493,indisponivel,CURITIBA,PR
25910,indisponivel,ATIBAIA,SP
23981,indisponivel,RIO DE JANEIRO,RJ
26642,indisponivel,GUARATINGUETA,SP
25322,disponivel,PELOTAS,RS
16124,indisponivel,SAO PAULO,SP
27647,indisponivel,ATIBAIA,SP
25908,indisponivel,BLUMENAU,SC
15816,indisponivel,RIO DE JANEIRO,RJ
17152,indisponivel,FORTALEZA,CE
28813,indisponivel,OLINDA,PE
25348,indisponivel,VARGINHA,MG
25374,indisponivel,SALVADOR,BA
25401,indisponivel,CURITIBA,PR
25447,indisponivel,VALINHOS,SP
25453,indisponivel,POCOS DE CALDAS,MG
15591,indisponivel,RIO DE JANEIRO,RJ
15602,indisponivel,BLUMENAU,SC
15603,indisponivel,SALVADOR,BA
15625,indisponivel,JUIZ DE FORA,MG
15633,indisponivel,PLACAS,PA
25770,indisponivel,RIO DE JANEIRO,RJ
23875,indisponivel,MURIAE,MG
15782,indisponivel,PIRAI DO SUL,PR
18215,indisponivel,CABO FRIO,RJ
25513,indisponivel,SUMARE,SP
25486,indisponivel,NATAL,RN
28819,indisponivel,SALVADOR,BA
25523,indisponivel,CURITIBA,PR
15605,indisponivel,BELO HORIZONTE,MG
25521,indisponivel,ITATIAIA,RJ
25529,indisponivel,RIO DE JANEIRO,RJ
29088,indisponivel,FORTALEZA,CE
22524,indisponivel,BELO HORIZONTE,MG
25574,indisponivel,RIO DE JANEIRO,RJ
16532,indisponivel,PORTO SEGURO,BA
17805,indisponivel,RECIFE,PE
17831,indisponivel,RESENDE,RJ
25604,indisponivel,RIO DE JANEIRO,RJ
25636,indisponivel,GUARUJA,SP
17966,indisponivel,RIO DE JANEIRO,RJ
25656,indisponivel,SAO PAULO,SP
25663,indisponivel,FLORIANOPOLIS,SC
18383,indisponivel,SAO PAULO ,SP
15563,indisponivel,TERESINA,PI
15653,indisponivel,FORTALEZA,CE
25683,indisponivel,SAO PAULO,SP
25699,indisponivel,PORTO ALEGRE,RS
25745,indisponivel,RIO DE JANEIRO,RJ
25735,indisponivel,VITORIA,ES
17398,indisponivel,SAO LOURENCO,MG
16554,indisponivel,MOSSORO,MA
25752,indisponivel,RIO DE JANEIRO,RJ
15760,indisponivel,SAO PAULO,SP
15833,indisponivel,ITAPETININGA,SP
17457,indisponivel,SAO PAULO,SP
17552,indisponivel,ARGOIM,BA
